id,tweet,label
3119,"The head of NHS Test and Trace Dido Harding says they've seen a ""doubling"" in the number of children under 17 being tested for #coronavirus since schools returned and insists they ""planned for a sizable increase in testing capacity"". Live updates: https://t.co/Z4NT1ej6U3 https://t.co/T7V5VNFF0j",real
5784,322 new cases of #COVID19Nigeria; Lagos-130 Bauchi-36 FCT-25 Edo-17 Bayelsa-14 Ogun-14 Oyo-14 Anambra-13 Kaduna-12 Ondo-11 Abia-10 Osun-6 Plateau-5 Kwara-5 Kano-4 Ebonyi-3 Sokoto-2 Borno-1 52227 confirmed 38945 discharged 1002 deaths https://t.co/HvHcYSS3PS,real
5007,NEWS! Racists furious at suggestion they should wear Muslim-style face veil in fight against deadly coronavirus https://t.co/VZNIX69SVh https://t.co/HQ4p8k1GJp,fake
1209,Is Australia doing better on #COVID19 than New Zealand despite a more extreme lockdown there? https://t.co/gYGOGw1xAq #qanda #factcheck,fake
2513,@JoeWasserman Hope to have that implemented in the next 7-10 days. And data up on the site sooner than that. -@alexismadrigal,real
899,Our daily update is published. We’ve now tracked ~3.1 million tests up 146k from yesterday right about the April average. Note that we can only track tests that a state reports. And not all states report all tests. For details see: https://t.co/PZrmH4bl5Y,real
3611,"#KidneyTransplant using lymphocyte depleting induction &amp; standard maintenance immunosuppression at the height of the #COVID19 pandemic in #NYC

https://t.co/92blSJLr0a 

@asantos24 @ssfarouk @ISMMSKidney @MountsinaiRMTI @DOMSinaiNYC @IcahnMountSinai

#VisualAbstract https://t.co/RlQNPJOfJ4",fake
36,Florida Governor Ron DeSantis Botches COVID-19 Response - By banning Corona beer in order to flatten pandemic curve.,fake
4588,Yesterday our laboratories completed 3002 tests of which 2606 swabs were taken in the community and 396 were taken in managed isolation and quarantine facilities.​ That brings the total number of tests completed to date to 468068.,real
4782,Also important: this is not a grade for the *testing effort itself* — but rather for the comprehensiveness and regularity of their reporting. The former is obviously more important but the latter has major impacts on public understanding of what's happening. -@alexismadrigal,real
6099,Hindu gods quarantined due to Covid-19,fake
1058,#CoronaVirusUpdates: State-wise details of Total Confirmed #COVID19 cases (till 14 September 2020 8 AM) ➡️States with 1-15000 confirmed cases ➡️States with 15001-110000 confirmed cases ➡️States with 110000+ confirmed cases ➡️Total no. of confirmed cases so far https://t.co/hUNTzrtQPb,real
2707,NYT: “Biden’s Nose Better Able To Sniff Out Virus.” https://t.co/MkAaRp7VQM #josephbiden #coronavirus #newyorktimes #anteater,fake
3371,President Trump did sign a 5G bill but exposure effects are misleading.,fake
690,Drinking water every 15 minutes will protect people from coronavirus.,fake
286,Just watch this video and remember that incident when Zomato's Deepinder made a big deal out of someone refusing a delivery from a Muslim guy. There have been so many incidents that you just can't trust them. Who wants to eat food contaminated with spit?,fake
4088,"On the fourth anniversary of Pulse.
In the middle of Pride month.
During a global pandemic.

Donald Trump's cruelty truly knows no bounds. We have to defeat him this November. https://t.co/YAy4ZGxxyD",fake
6411,"Nigerians are ""burning Chinese stores."".",fake
5770,"A short documentary on why the United States is ruining the world by failing to do something about drinking bleach (known as MMS, or Miracle Mineral Solution) as a ""miracle cure"" for coronavirus. There are worse things to Google for. Send tweet!",fake
4452,#IndiaFightsCorona With sharply falling CASE FATALITY RATE below 2% India has one of the lowest #COVID19 mortality globally. https://t.co/fTAXNhm9el,real
2790,_The maker of the novel coronavirus has been arrested._,fake
415,If you had #COVID19 and will not have a test to see if you are still contagious only leave your sick room and home when ALL of the following are true: •No fever for at least 72 hours (3 days) •Other symptoms have improved •It has been 7 days since you started feeling sick https://t.co/1FOcLeJCz5,real
4433,#CoronaVirusUpdates: 📍State-wise details of Total Confirmed #COVID19 cases (till 29 August 2020 8 AM) ➡️States with 1-10000 confirmed cases ➡️States with 10001-90000 confirmed cases ➡️States with 90000+ confirmed cases ➡️Total no. of confirmed cases so far https://t.co/ufT4ztNyE3,real
456,The first test results for the Moderna vaccine are disappointing.,fake
2785,Our update is published. As expected most numbers were lower over the last 2 days. Current hospitalizations however do not display the same weekend effect. There are almost 54k COVID-19 patients in hospitals across the US. The 7-day average for daily deaths increased modestly. https://t.co/rh0ZzUsh1m,real
2950,Global coronavirus deaths exceed 800000 https://t.co/ztr5sSmqLI,fake
1834,Trump Hails ‘Positive’ Talks With Covid-19 https://t.co/mpUji2Yq0V,fake
1224,UV rays and sunlight can kill the coronavirus,fake
4762,Follow live: Wetherspoons reveals it has had 66 #coronavirus cases in 50 pubs since reopening https://t.co/NyZLPJyfxM,real
2215,The reported daily death toll was 1774 the first day under 2000 since Monday and a little lower than last Saturday. We'll note that Sat-Monday reporting seems to come in under Tuesday-Friday. https://t.co/TEVTAYpwkz,real
5256,We are probably still seeing the weekend lag effect. As with the last several week the Tuesday numbers will tell us a lot. It was not a great day for total tests but the positive rate stayed lower (~17%) than it had been (~20%). https://t.co/YHGVAbqcZ1,real
3216,“We’re not where we want to be in the response to #COVID19Nigeria We have reagents for about 200000 tests across our lab network however our testing capacity is grossly under-utilised We’re challenging states to collect samples from the right people” ~ @Chikwe_I on @ARISEtv https://t.co/El0a5Fejeg,real
3146,193 new cases of #COVID19; 58-Lagos 46-Kano 35-Jigawa 12-Yobe 9-FCT 7-Ogun 5-Plateau 5-Gombe 4-Imo 3-Edo 3-Kwara 3-Borno 1-Bauchi 1-Nasarawa 1-Ondo 5162 cases of #COVID19 in Nigeria Discharged: 1180 Deaths: 167 https://t.co/HCuipTKg6Y,real
5459,Our combined total of confirmed and probable cases remains at 1504. The number of recovered cases is unchanged at 1481. Only one case remains active. There are no additional deaths to report. There is no one in New Zealand receiving hospital-level care for COVID-19.,real
4851,Cardiac MRI scans showed that up to 35% of Big 10 athletes who tested positive for COVID also had myocarditis. https://t.co/cS3QjqZSG3,real
3555,POLL: How has #COVID influenced your career plans? https://t.co/7aXPR52zd5,real
1394,Today there are two people receiving hospital-level care for COVID-19 – one each in Auckland and Middlemore hospitals. Neither of these patients is in ICU.⁣⁣⁣⁣ ⁣⁣⁣⁣ We still have 16 significant clusters.⁣⁣⁣⁣ ⁣⁣⁣⁣ There are no additional deaths to report.⁣⁣⁣⁣,real
3025,"Rasam, a soup-like concoction of herbs, tamarind juice and lentils is the best way to cure coronavirus.",fake
4346,"Army to combat COVID-19 by ignoring it, punishing soldiers who follow testing directives https://t.co/LaS5J8Q2Ib",fake
1034,The #COVID19 #DoublingRate of #Haryana is 23 Days: https://t.co/oZ9KCDajIJ @MoHFW_INDIA @drharshvardhan @DrHVoffice @cmohry #Covid_19 #COVID__19 #COVIDー19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates,real
429,Congress MP Dr. Shashi Tharoor praised LDF government in Kerala India for their COVID-19 relief work.,fake
3036,“We’re down near the low end of per capita deaths ... Most places are at 60 deaths per 100000. We're at 29.”,fake
2360,The #coronavirus R number could now be as high as 1.4 in Scotland First Minister Nicola Sturgeon has confirmed. Follow latest #COVID19 updates 👇 https://t.co/NyZLPJyfxM,real
5021,The continuing good news is that daily reported deaths continue to fall: Only 656 today. The 7-day average held steady under 1000. https://t.co/9BT0TDiY2c,real
4496,If you have certain underlying medical conditions you are at increased risk of severe illness from #COVID19 no matter your age. Find tips to protect yourself: https://t.co/0go5iZGIQf https://t.co/hPJRXRUYbY,real
4303,Wuhan Property Prices Take A Dive https://t.co/t74vFTKOFB #china #coronavirus #property #wuhan,fake
1305,@emmawehipeihana @AnnaGConnell @CTrevettNZH @MsKateMcD 😅 dogs can return to regular dog activities at Alert Level 2 🐕,real
1005,"THERE WAS NEVER A COVID-19!! READ THIS! CORONAVIRUS IS FAKE! IT WAS A HUGE COVER UP TO ALLOW DEPLOYMENT OF 5G NETWORK TOWERS, WHICH ARE THE REAL CAUSE FOR THE VIRUS DEATH, THEY ARE RELEASING EXTREME AMOUNT OF RADIATION TO YOUR BODY THROUGH PHONE SIGNAL! THE 5G WILL ALSO GIVE THE GOVERNMENT ACCESS TO YOUR INFORMATION AND LOCATION THROUGH AN R.F.I.D CHIP IN THE VACCINE SAID TO IMMUNIZE YOU, YOU WILL LOSE ALL RIGHTS TO PRIVACY, BANK AND PERSONAL INFO. PLEASE BE AWARE DON’T TAKE THE VACCINE! OUR GOVERNMENTS ARE LYING TO US.",fake
977,The second case is a man in his thirties who arrived in New Zealand from India on the 15th of June. He has been staying at the Grand Millennium. He has not recorded any symptoms at this point The man’s wife who he travelled with has also not reported any symptoms.,real
5698,Mask can cause a lot of diseases the WHO has said and asymptomatic patients don't pass on the virus. Also there is a lot of false positive PCR tests.,fake
353,Nearly 22000 deaths have occurred in long-term facilities in the South—almost 14000 in June July and August. Georgia and Florida have seen their highest death tolls in the past four weeks—over 350 a week in Florida and over 100 a week in Georgia. https://t.co/RC56clVQ1e,real
4298,Big end of night update. @GavinNewsom put out a new number for California testing (8300 total) which really boosted things. We're seeing 38631 people tested up more than 10k since our 4pm ET update. CA and WA combined have now done ~48% of testing in our data. https://t.co/LSjuCN2vQg,real
243,The states reported more than 21000 newly discovered cases today up from last week's low but almost an exact match for last Tuesday's new-case number. https://t.co/7LZNnGowAk,real
6171,Recent studies also suggested that viral load peaks in the pre-symptomatic period (2 days before) &amp; goes down over the next 7 days. Available evidence does not indicate any increase in the risk of transmission from patients discharged based on revised discharge criteria. (3/4),real
2022,Truth About Brad Pitt And Jennifer Aniston’s Relationship During The Coronavirus Lockdown https://t.co/p3xkmRhYE4,fake
4005,Our updated approach to testing also includes testing everyone in managed isolation twice during their stay whether symptomatic or not and surveillance testing of people working in managed isolation facilities and around the border.,real
3928,@80WebbSt Kia ora it is recommended that gatherings stick to a 2 hour time limit.,real
4693,President of the United States of America Donald Trump tested positive for COVID-19.,fake
5891,• The total number of tests completed to date is 230718 and there have been 2570 lab tests processed​ • This will include a review of the pandemic and the response to it,real
5185,"Maduro that quoted the works of Sergio Quintero, a Venezuelan doctor that claims having found a natural antidote against the sickness, as well as argued that the virus was created by the United States as a biological weapon.",fake
2435,The U.S. doesn't have enough monkeys for vaccine testing and China has halted exports. https://t.co/YJeNHV7pqm,real
138,1651 deaths were reported bringing the total in our dataset to 60710. This does not include 5126 probable COVID-19 deaths reported by NYC but not by New York State. We're working on separate accounting of lab-confirmed and probable deaths for all states where we can do so. https://t.co/J7rBzYS4RZ,real
3095,The President of Ghana revealed that the coronavirus was created in a laboratory.,fake
617,WHO says that asymptomatic people don't transmit coronavirus.,fake
605,In addition to our new #ReopeningSafely metrics we will continue to provide hospitalization projections based on current trends and #StayAtHome measures. See how your state is doing at https://t.co/3acBVFN1Sm https://t.co/kqLUgc8udw,real
800,During his speech on the last night of the RNC Donald Trump pointed to a strong economy secure borders and his coronavirus response as reasons why Americans should re-elect him in November. We fact-checked him: https://t.co/NqGWh3Rkqy,fake
3470,Man Has Decided To Get Fit https://t.co/KKXZbJKcyv #health #coronavirus #exercise #fitness,fake
2873,"Speech from Spanish King Felipe VI about coronavirus was plagiarized from the book ""Palmeras en la Nieve"" or ""Las Palmeras.""",fake
4558,Children are almost immune from this disease.,fake
4230,"Multiple Facebook posts shared hundreds of times claim “viruses do not harm or kill [people]” and that any “harm and death” caused by a virus can be attributed to ""the overreaction of a weakened and dysfunctional immune system"".",fake
1836,Most key indicators used to track #COVID19 such as the percentage of deaths attributed to pneumonia influenza or COVID-19 fell from the prior week. CDC will continue to monitor closely in the coming weeks. See #COVIDView report: https://t.co/zP4VYlo0Pb https://t.co/70kcRQSKUz,real
5411,Female COVID patients may produce more antibodies against the virus than male patients do according to a peer-reviewed study from the Journal of Medical Virology. The study potentially explains why females generally have less severe symptoms: https://t.co/CWoD7FinPD #covidstudy,real
2400,"In Nagpur's Medical Hospital, the kidney of the patient was removed and the excuse was made that the patient had corona. Postmortem of an alive person was done. # Careful_india # COVID19 # COVID19India.",fake
3269,Paul Manafort released from prison to home confinement amid coronavirus concerns #Manafort https://t.co/RGjwhgPzxS,fake
2035,📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 79.68% as on September 20 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/9RJe3M7NmB,real
6044,Daniel Radcliffe is the first celebrity to test positive for Coronavirus.,fake
5441,UPDATE: #covid19science #COVID19 South Korea ➡ Epidemic characterised by large clusters of cases ➡ Shincheonji religious group accounted for 48% of cases ➡️High volume of testing &amp; low number of deaths suggests small epidemic 🔰Report https://t.co/lcFch0FxCt https://t.co/Uefaj1YDtJ,real
3673,Stop eating bakery items! It is strictly advised to not eat bakery items as it is not washable and get infected to the virus easily.,fake
1278,Deaths blamed on coronavirus are actually due to the flu.,fake
4020,"Canada announces it will exclusively import COVID-19 from US #LockdownCanada #cdnpoli #JustinTrudeau #coronavirus #COVID19 
https://t.co/oPyZSInabM https://t.co/n7EeEd1e05",fake
919,A large country-randomized controlled trial with 2.7 billion people shows that COVID-19 patients treated with hydroxychloroquine have a 79.1% lower death rate,fake
3741,"They won't and they can't. Many missionaries have died in corona. Even Mother Teresa died a painful death. If Jesus could bring health, Christian hospitals would not be having operation theatres and surgeries. https://t.co/TgTtECOkp5",fake
3245,Video shows Canadian PMs wife talking about the effects of Coronavirus,fake
3810,Eight of our significant clusters have closed unchanged from yesterday. A cluster is considered to be closed when there have been no new cases for two incubation periods (i.e. 28 days) from the date when all cases have completed isolation.,real
2981,Diary Of Someone With Covid-19 In Self-Isolation,fake
1704,In a series of interviews and ads businessman Clive Palmer said anti-malaria drug hydroxychloroquine has contributed to Australia's low death rate from COVID-19. We found that claim to be baseless. New #factcheck: https://t.co/g7seOKVP1m #auspol #coronavirusfacts https://t.co/cqcZSywHQG,fake
2695,And the potential long-term health effects in those who have been infected remains unknown-@DrTedros #COVID19 https://t.co/Dl5cX0cNrY,real
503,_An image has been shared hundreds of times in multiple Facebook posts in August 2020 which claim it shows ???Chinese tourists allowed to go out of the Auckland bubble??�. The posts were shared after New Zealand's government reimposed a coronavirus lockdown on the city of Auckland after it recorded the country???s first local transmissions of COVID-19 in more than 100 days._,fake
5806,A senior MP warns British defence and foreign policy review is 'flawed' and should be postponed until the full effects on the COVID-19 pandemic are known https://t.co/XxBVyWTarw,real
1883,Our daily update is published. We’ve now tracked 28.6 million tests up ~502k from yesterday. The 7-day average keeps setting new highs. For details see: https://t.co/PZrmH4bl5Y https://t.co/xwDvHUF9oc,real
4278,Data analyses of some Atlanta #COVID19 patients found people who are older Black or have underlying conditions such as diabetes had higher risk for hospitalization. Take preventive measures to protect higher risk groups. @CDCMMWR: https://t.co/BHqCzO5GFW. https://t.co/9R6NDzVue9,real
4685,RT @MoHFW_INDIA: #CoronaVirusUpdate #IndiaFightsCorona India’s #COVID19 Recovery Rate scales a peak too races past 73% https://t.co/lmR9…,real
892,A Facebook user claims Melinda Gates divorced her husband Bill Gates for wanting to destroy Africa.,fake
1000,The hypochondriac’s guide to convincing yourself you’ve got COVID-19 https://t.co/BpEl1mN97h https://t.co/7kGVgcPxCP,fake
5442,"Health care workers are selflessly risking their lives every day on the front lines of the fight against COVID-19 — and hundreds have paid the ultimate price.

They are American heroes — and we cannot forget the sacrifices they made to care for us all. https://t.co/JBlSo0mYdb",fake
5573,In the last 15 days #Delhi has seen 60% surge in active #Covid cases... why are we so eager to resume the Delhi Metro @OfficialDMRC. What is the upside to this? @ArvindKejriwal,fake
1481,That is to say it might look like the plateau is over but if you back out California we're probably about where we were before except the April average is now 155k instead of 145k. https://t.co/kFoBPQ8QVk,real
6114,"There is a ""positive"" case of the novel coronavirus (nCoV) in a hospital in Banlic Cabuyao City Laguna Philippines in January 2020.",fake
319,#IndiaFightsCorona: Major highlights of this week: More than 5 crore tests conducted so far. More than 33 lakhs patients have been recovered so far. Case fatality rate is continuously declining; currently stands 1.70%: Secretary @MoHFW_INDIA #StaySafe @ICMRDELHI https://t.co/AfoSxfiLKT,real
4918,U.S. secures 300 million doses of potential AstraZeneca COVID-19 #vaccine https://t.co/1cYB9fyPha,fake
3651,The WHO recommends that people stay at home lose their businesses or jobs as well as do not outside.,fake
3491,"If you are licensed to carry a concealed weapon, wearing a face covering for coronavirus ""removes your conceal carry ability.""",fake
1,The CDC currently reports 99031 deaths. In general the discrepancies in death counts between different sources are small and explicable. The death toll stands at roughly 100000 people today.,real
4608,RT @drharshvardhan: #COVID19 UPDATE 👉 Close to half (48.45%) of the Active Cases are concentrated in 3 States; Maharashtra Karnataka and…,real
3856,Looks like COVID immunity may fade within months. https://t.co/sqEPMHrjyt https://t.co/UW7DK7xyAj,real
5071,CCTV: Man throws currency note at petrol pump in Navsari | TV9News,fake
3719,"Another deadly unknown virus is spreading in mutton livestock market in India, so avoid consuming goat mutton. Pass the video on.",fake
3717,ALERT: Americans With Coronavirus Symptoms Are Being Asked To Cough Directly Onto President Trump https://t.co/cLQpffnYyY #CoronavirusOutbreak,fake
3362,If Tennessee continues to #StayAtHome hospitals should not become overloaded. However if distancing is relaxed there is a potential for over 66k hospitalizations - overwhelming the system by May 4th. Learn more at https://t.co/x37SEzyAo1 https://t.co/eyB78Fyeym,real
944,UK public’s confidence in the COVID vaccine has now edged over 50%. https://t.co/pRYE62eBaQ,real
6256,"82 Billiion dollars is announced by @JustinTrudeau for the ppl of Canada. Increased benefits, deferral of any credit &amp; mortgage payment for 6 months. He said no one in my country should be worried about rent mortgage or money to live in this time of crises. #COVID2019 (1/2)",fake
5243,Holding one's breath for 10 seconds was claimed to be an effective self-test for the coronavirus.,fake
5520,Latest update from the @minhealthnz: ⁣ There are 3 new cases of COVID-19 to report in managed isolation facilities in New Zealand today. 1 in Rotorua and 2 in Christchurch. There is no community transmission in NZ.⁣ ⁣,real
1370,Spain corrected their number of deaths by Covid-19 from more than 26.000 to 2.000.,fake
1093,Restaurant and bar owners: Have you planned what to do if a staff member gets sick with #COVID19? CDC offers tips to protect the health and safety of staff and customers. Tips here: https://t.co/IgH6uA8oHa. https://t.co/pfgSVupyfE,real
6097,WHO has approved homemade remedy for COVID-19 cure made by Ramu from Pondicherry,fake
6254,A #coronavirus testing centre in Kent has been shut - reportedly to make way for a lorry park in the run up to the next big Brexit deadline https://t.co/wnADxwP1oc,real
4480,This just messed me up cause I am total against this and I had the test done when rushed to ER,fake
3522,Social Distancing? No Sweat! Introverts Nail Self-Quarantine https://t.co/2QPYAJcyDI #coronavirus #introvert #covid19 #quarantine,fake
5892,As of Aug 11 the total number of #COVID19 cases in the US surpassed 5 million. While the number of new cases has declined in the last week COVID-19 is widespread in many areas. Take steps like wearing a mask that covers your nose &amp; mouth in public. More: https://t.co/4Ku7nKLZCq https://t.co/t6i4I8JZhg,real
2297,#CoronaVirusUpdates: State-wise details of Total Confirmed #COVID19 cases (till 20 September 2020 8 AM) ➡️States with 1-20000 confirmed cases ➡️States with 20001-125000 confirmed cases ➡️States with 125000+ confirmed cases ➡️Total no. of confirmed cases so far #StaySafe https://t.co/9LA5NIKNL2,real
869,If there is a larger outbreak the entire building will have to be closed for 48 hours after thorough disinfection. All staff will work from home till the building is adequately disinfected and is declared fit for re-occupation. (2/4),real
1534,States reported 18521 positives today up from 17123 last Monday. https://t.co/XcIQed7QbD,real
2013,RT @CDCDirector: Do you have questions about #COVID19? Find answers to your questions on our updated @CDCgov #FAQ page: https://t.co/0q7VQP…,real
1496,“I've always known this is a real this is a pandemic. I've felt it was a pandemic long before it was called a pandemic.”,fake
6273,Anthony Fauci knew about the new coronavirus from 2017 and journalists exhibit mannequins as COVID-19 patients to deceive the public according to an interview with a man named Rashid Buttar.,fake
3882,There’s no evidence Nancy Pelosi got insider coronavirus information and made millions. https://t.co/pWSQtWzEEE,fake
1803,Yesterday our laboratories processed 2125 tests bringing the total number of tests completed to date to 496606. There were 1134 swabs taken in managed isolation and quarantine facilities yesterday.,real
6325,A COVID-19 patient was caught by the police in the Gorakhpur district in the state of Uttar Pradesh India.,fake
1720,One person remains in Auckland City Hospital in a stable condition on a ward.​ ​ One significant cluster remains open.​ ​ Our total number of confirmed cases of COVID-19 is now 1180 which is the number we report to the World Health Organization.,real
3071,Some countries put in place export restrictions &amp; there were several instances of requisitioning key medical supplies for national use-@DrTedros #COVID19 https://t.co/JUOlu0RrU4,real
680,#IndiaFightsCorona: 📍According to the new guidelines there will be no restriction on Inter-State and Intra-State movement. #Unlock4 #StaySafe #IndiaWillWin Via @mygovindia https://t.co/O3yXoGffpy,real
4033,"Scientists ""are shocked to discover that weed kills corona virus??�",fake
1781,Local Woman Designates Herself As Covid-19 Town Prefect https://t.co/Ug3INZ7AII,fake
2621,And big promises from industry have come in too. We received this as part of a note from @questdiag. https://t.co/L4VAMlS8Pa,real
2282,"A chain that circulates through WhatsApp that says that the coronavirus is not a virus ""as we have been led to believe"" but is ""a bacterium amplified by 5G electromagnetic radiation that also produces inflammation and hypoxia"".",fake
5913,President Donald Trump implemented “a travel ban that just didn't work 400000 people got in from those countries that were subject to the restrictions.”,fake
4498,How do I get tested for #COVID19? 1. Call your state hotline 2. Stay at home &amp; wait for further instructions 3. The state team will arrange for sample collection &amp; transportation from your location to the lab 4. Remain in self-isolation while testing is on #TakeResponsibility https://t.co/VhejvX06cX,real
4339,We are also beginning to track and will soon report outcomes data. We're working with @propublica's network of reporters to make these numbers as comprehensive as possible. Only a few dozen states currently report them in any form. https://t.co/55IWLdkQyy,real
2349,Nobody is found dead of corona in their homes.. They all die at the hospital.,fake
5926,Our daily update is published. States reported 903k tests 52k cases and 998 COVID-19 deaths. This is the first time deaths have been under 1000 on a weekday (excluding Mondays) since July 18. https://t.co/TbNXig7MEY,real
1690,Today the Honourable Minister @Fmohnigeria convened a live press briefing to update Nigerians on the ongoing response to the COVID19 outbreak in Nigeria. As at 26th March 2020 there have been 51 cases of #COVID19 recorded in Nigeria. 2 have been discharged with 1 death. https://t.co/E9KO0cIwTL,real
2197,#IndiaFightsCorona India registers more than 60 thousand recoveries each day 6th day in a row. Since May 2020 there has been a 58 times hike in the number of recovered patients. https://t.co/Nv4ZUZpRSy,real
413,https://t.co/JDv5GVMioP is the most comprehensive body of data on the effects of #COVID19 on patients with cancer. https://t.co/Zk8FaSHKIM #CCC19 @covid19nccc,real
6042,The State of Colorado is Trying to Find A Strain of Marijuana That Will Kill The Coronavirus https://t.co/XgcZ7VKH38 #cannabis #marijuana,fake
4281,President Trump Says Hydroxychloroquine Is That Stuff They Put In Toothpaste https://t.co/SMRaSvTxKO #donaldtrump #coronavirus #covid19,fake
5481,Before the COVID-19 pandemic it's accurate to say that unemployment rates were at record lows: https://t.co/7eBewauQ4a #RNC2020,fake
3990,Seventeen new cases of #COVID19 have been reported as follows: 8 in Lagos 3 in Katsina 2 in FCT 1 in Niger 1 in Kaduna 1 in Anambra 1 in Ondo As at 09:30 pm 10th April there are 305 confirmed cases of #COVID19 reported in Nigeria. 58 have been discharged with 7 deaths https://t.co/0STe5QWxMd,real
4442,"Herd Immunity Strategy is ‘Unethical and Unlikely to be Successful in the UK, warn scientists, as Long Covid Sufferers call for more recognition https://t.co/A7tLyZIk6q",fake
5281,"Health minister Edward Argar insists the average distance to receive a #COVID19 test has ""gone down to about 5.4 miles"" adding ""around 25% of those going for a test do not meet the criteria"" #KayBurley https://t.co/THQ8MS7ILT https://t.co/6HxwhPSXdu",real
566,Our daily update is published. States reported 724k tests and 44k cases. The death toll today is 1073. https://t.co/3hoJNhqO86,real
2249,@cyborgnot @yayitsrob @ScottGottliebMD We're getting better estimates from the UW Virology lab. Will be more updates today. They *are* doing a lot of testing.,real
1939,Muslim man is spitting on food in a restaurant in India.,fake
1350,229 new cases of #COVID19; Lagos-90 Katsina-27 Imo-26 Kano-23 FCT-14 Plateau-12 Ogun-9 Delta-7 Borno-5 Rivers-5 Oyo-4 Gombe-3 Osun-2 Anambra-1 Bayelsa-1 8068 cases of #COVID19 in Nigeria Discharged: 2311 Deaths: 233 https://t.co/7gTwYOOegz,real
5789,#Infections put you and your family at risk for a life-threatening condition called #sepsis. Do you know steps you can take to get ahead of sepsis? https://t.co/lhYaTV6osQ https://t.co/krbBDtG0K7,real
2548,Our models estimate that #Minnesota has a high positive test rate and an infection growth rate &gt; 1 meaning each person with COVID infects more than 1 other person. Minnesota has an elevated risk based on our #ReopeningSafely metrics. Learn more at https://t.co/KUFXpbkhmk https://t.co/zCL387BZLk,real
580,Picture of a hospital in Santo André Brazil. It says in the caption that despite the COVID-19 crisis the hospital has no patients.,fake
4149,Dr. Abdul Rahman Al-Youbi Director of King Abdulaziz University in Saudi Arabia shares the news of a new vaccine for Covid-19 created by Saudi doctors.,fake
4530,RT @WHO: Airborne #COVID19 transmission can occur in health care settings where specific medical procedures generate very small droplets -…,real
844,"RECIPE FOR A GENUINE, BASIC ANTI-VIRUS PUNCH (To hopefully give Mr. Mean COVID-19 a one/two punch!) https://t.co/TsvD8MfsM7 #echinacea",fake
4713,Flu kills 14 more times than Covid,fake
4368,Here’s what’s going on. As states switch from the long-established CDC system to the new HHS one some hospitals appear to be having trouble reporting their numbers. That led both Texas and California to place advisories on their dashboards. https://t.co/fbq1Su5Nz2,real
4469,A drug for coronavirus has been found.,fake
2387,This is where the US stands as of evening April 5:: 🏠✔️Stay At Home: 41 States 🚶🏿.... Social Distancing: 8 States 👀 Limited Intervention: 1 State,real
4223,US Coronavirus Deaths Reaching Mass Shooter Levels Of 'Who Cares' https://t.co/ucLvtdLajM,fake
397,For a breakdown of cases by states in real time please see https://t.co/zQrpNeOfet Currently; Lagos- 24 FCT- 6 Ogun- 2 Ekiti- 1 Oyo- 1 Edo- 1 Total: 35 confirmed cases #COVID19Nigeria,real
310,UPDATE: #covid19science #COVID19 in Brazil: ➡️Percentage infected population 3.3% in São Paulo to 10.6% in Amazonas ➡️54% drop in reproduction number R following interventions ➡️R above 1 epidemic not yet under control 🔰Report https://t.co/lcFch0FxCt https://t.co/YoyCPfLAAg,real
6028,Following the coronavirus pandemic film star Salman Khan has given 200 ambulances to the India.,fake
3630,"A photo of an empty hospital room. On the caption it says that this used to be an ""isolation room"" for COVID-19 patients at the HCPM Hospital in Rio. It says also there was now only one COVID-19 case in this hospital.",fake
3958,Chinese President Xi Jinping visited a mosque amid the coronavirus outbreak and asked the people of the Muslim community to pray about present crisis.,fake
5196,Last data point today: Even with the holiday weekend Florida’s numbers are alarming. The state has reported more than 10000 new cases three of the last four days. Still no data on current COVID-19 hospitalizations in FL. https://t.co/3CQQ1eEjvG,real
2375,Ontario government announces plan to blame the feds if school reopening plan goes wrong #onpoli #cdnpoli https://t.co/yDMusjPFYQ https://t.co/APn3IsWRFe,fake
2089,The Ministry of Home Affairs approved opening of schools in all states from July.,fake
1282,As at 11:30 pm 23rd April cases by state: Lagos-582 FCT-133 Kano-73 Ogun-29 Katsina-21 Osun-20 Oyo-17 Edo-17 Borno-12 Kwara-11 Akwa Ibom-11 Kaduna-9 Gombe-9 Bauchi-8 Delta-6 Ekiti-4 Ondo-3 Rivers-3 Jigawa-2 Enugu-2 Niger-2 Abia-2 Benue-1 Anambra-1 Sokoto-1 Adamawa-1 Plateau-1,real
3341,Jack-In-The-Box Suggests That Eating Their Ultimate Cheesburger Could Help Fight Off Coronavirus Germs https://t.co/FHBxVUrfi3 #hamburger,fake
3381,As at 09:30 pm 6th April there are 238 confirmed cases 35 discharged 5 deaths For a breakdown of cases by state- https://t.co/zQrpNeOfet Lagos- 120 FCT- 48 Osun- 20 Oyo- 9 Edo- 11 Bauchi- 6 Akwa Ibom- 5 Kaduna- 5 Ogun- 4 Enugu- 2 Ekiti- 2 Rivers-2 Benue- 1 Ondo- 1 Kwara- 2,real
